,date,tweet,hashtags
36,2021-03-31,"Um dia, num happy hour de trabalho, disse que me sentia uma estagiária. E essa sentimento, dois anos depois, continua comigo. Me sinto um especialista em nada e tudo que faço é um aprendizado. Me sinto assim o tempo todo. Mas vejo beleza nisso agora... #SessaodeTerapia",#SessaodeTerapia
37,2021-03-31,"Inclusive, o #bbb21 ontem me lembrou que eu não tinha terminado de assistir #SessaodeTerapia antes, e agora vou maratonar. Em seguida, vou procurar #SomEFúria. Duas séries eu eu amei conhecer.","#bbb21, #SessaodeTerapia, #SomEFúria"
38,2021-03-31,"@guialoprado @anathaismatos Sou suspeito pra falar, então vou deixar só o meu listão! hehe 🤗🤩  #Desalma #FilhasdeEva  #ArcanjoRenegado #IlhaDeFerro #SessãoDeTerapia #Sippados  #Aruanas","#Desalma, #FilhasdeEva, #ArcanjoRenegado, #IlhaDeFerro, #SessãoDeTerapia, #Sippados, #Aruanas"
39,2021-03-31,"@dopesophia O psicólogo do BBB21. Imagine a carga que ele suporta, meu Deus hahahaha #SessaodeTerapia",#SessaodeTerapia
40,2021-03-30,"O #BBB de hoje me lembrou que preciso maratonar #SessãoDeTerapia. Essa serie já tem uns anos, e merece ser divulgada. Muito necessária pra agora. Selton Mello dá um show! #Globoplay","#BBB, #SessãoDeTerapia, #Globoplay"
41,2021-03-30,"Essa edição do #BBB21 foi homenagem ao Contardo Calligaris , né ? Eu escolhi acreditar que sim !!!! #calligaris #sessaodeterapia","#BBB21, #calligaris, #sessaodeterapia"
42,2021-03-30,#SessaodeTerapia. Vihh qual seu maior medo   Vihh:   banho,#SessaodeTerapia
43,2021-03-30,Eu sei que sou palmiteira quando escuto a voz do Seltom Melo e sinto uns cumichoes por dentro de mim! Eu choro de verdade e não é pelos olhos maquiados da Juliette! 100or Seltom Melo como terapeuta é pra mainha se lascar todinha!!! #sessaodeterapia #bbb21 #seltommelo,"#sessaodeterapia, #bbb21, #seltommelo"
44,2021-03-30,Agora vou ter que assistir #SessaoDeTerapia por causa do VT da #psicologah no @bbb   #RedeBBB,"#SessaoDeTerapia, #psicologah, #RedeBBB"
45,2021-03-30,"As pessoas só jugam,mas esquecem que temos cicatrizes que não estão 100% curadas. #BBB21 Esse VT #Sessaodeterapia","#BBB21, #Sessaodeterapia"
46,2021-03-30,"Esse VT #SessaoDeTerapia me fez chorar. A humanidade alheia sempre bate fundo, principalmente, num reality, mas esse elenco do #BBB21 veio premiado com dramas. E isso não é deboche.","#SessaoDeTerapia, #BBB21"
47,2021-03-30,Não adianta nada... Tem casos perdidos ali!!! #sessãodeterapia #BBB  #BBB2021,"#sessãodeterapia, #BBB, #BBB2021"
48,2021-03-30,A participação do Selton Mello no #bbb21 foi ESPETACULAR! #sessaodeterapia,"#bbb21, #sessaodeterapia"
49,2021-03-30,"Amei #sessãodeterapia no #BBB  Bom lembrar pra galera dos diferentes pontos de vista, história de vida...","#sessãodeterapia, #BBB"
50,2021-03-30,"Eu não tenho um Selton Mello mas não sei o que seria de mim sem a minha psicóloga! Sério mesmo, 2 anos de terapia, sobrevivendo à pandemia com ansiedade controlada,  sem crises. Um dia de cada vez! #BBBB21 #sessaodeterapia #saudemental","#BBBB21, #sessaodeterapia, #saudemental"
51,2021-03-30,"Gente Selton Melo é perfeito!!! Esse ""Sessão de terapia"" é maravilhoso ❤️❤️ #BBB21 #SeltonMelo #SessaoDeTerapia","#BBB21, #SeltonMelo, #SessaoDeTerapia"
52,2021-03-30,Ja fanfiquei o Selton Mello falando assim no meu ouvido #SessaoDeTerapia #bbb21,"#SessaoDeTerapia, #bbb21"
53,2021-03-30,#SessãoDeTerapia no #BBB21! A 5º temporada estreia logo mais na @globoplay e foi uma honra pra mim roteirizar a história da Lidia nessa temporada.,"#SessãoDeTerapia, #BBB21"
54,2021-03-30,O melhor merchandising do #BBB21 foi sobre o #SessãoDeTerapia ... que necessário ! Sobretudo porque é uma assunto super delicado e ver que pessoas famosas também sofrem naturaliza esse assunto tão cheio de estigma,"#BBB21, #SessãoDeTerapia"
55,2021-03-30,#sessaodeterapia pra mostrar que são todos seres humanos imperfeitos. #BBB21 É um jogo. Saiu de lá é outro papo.,"#sessaodeterapia, #BBB21"
56,2021-03-30,"Quadro mais lindo desse #BBBB21, mostrou que todos jogadores tem suas feridas e sua história!! #sessaodeterapia","#BBBB21, #sessaodeterapia"
57,2021-03-30,"a voz do Selton Mello é pft, mds #SessaodeTerapia #BBB21","#SessaodeTerapia, #BBB21"
58,2021-03-30,A Psicóloga do #BBBB21 deve ser uma profissional foda. Pq 👀 #SessaoDeTerapia,"#BBBB21, #SessaoDeTerapia"
59,2021-03-30,Aí!!! Nessas horas a gente vê que ali não são peças de jogo e sim pessoas... cada uma com suas questões.   #BBB21 #sessãodeterapia,"#BBB21, #sessãodeterapia"
60,2021-03-30,#sessaodeterapia que edição meus amigos! Dores da alma ...,#sessaodeterapia
61,2021-03-30,Quadro bonito esse da #sessaodeterapia dentro do #bbb21 #RedeBBB amo essa série!,"#sessaodeterapia, #bbb21, #RedeBBB"
64,2021-03-30,Essa #sessaodeterapia do BBB me fez ter menos raiva de alguns participantes #BBB2021,"#sessaodeterapia, #BBB2021"
65,2021-03-30,"Meu, já quero assistir #Sessãodeterapia   #BBB211","#Sessãodeterapia, #BBB211"
66,2021-03-30,Participação luxuosa de Caio Barone! #SessaoDeTerapia,#SessaoDeTerapia
67,2021-03-30,SESSÃO DE TERAPIA é uma das melhores Séries brasileiras. A última temporada é Fantástica!  E Selton Mello é FODA! #bbb21 #sessaodeterapia,"#bbb21, #sessaodeterapia"
70,2021-03-30,"Que quadro incrível. Arrasou, de novo, @bbb  #sessaodeterapia",#sessaodeterapia
71,2021-03-30,"Aiiiii #SeltonMello no #BBB, ameiiiii essa #sessaodeterapia #BBBB21 #ParedaoBBB","#SeltonMello, #BBB, #sessaodeterapia, #BBBB21, #ParedaoBBB"
72,2021-03-30,Que emocionante essa pegada de juntar o #sessaodeterapia e encaixar nas falas e experiências de vida.  Terapia deveria estar na grade curricular do ensino infantil pra vida toda. #BBB211,"#sessaodeterapia, #BBB211"
73,2021-03-30,o vt BELÍSSIMO com #SessãodeTerapia! #BBB #BBB21,"#SessãodeTerapia, #BBB, #BBB21"
74,2021-03-30,Que edição linda Sessão de terapia no bbb. #BBBB21 #sessaodeterapia #BBB,"#BBBB21, #sessaodeterapia, #BBB"
75,2021-03-30,Que quadro legal #sessãodeterapia @bbb @RadarBBB #BigBrother2021 #BBBB21  com a participação do @SeltonMello3 👏,"#sessãodeterapia, #BigBrother2021, #BBBB21"
76,2021-03-30,"Meu Deus, vem fazer uma Sessão de Terapia na minha vida, Selton Mello!  #BBB21 #SessaoDeTerapia  @SeltonMello3","#BBB21, #SessaoDeTerapia"
77,2021-03-30,A passada de pano generalizada nesse quadro da #SessãoDeTerapia no #BBB21 #RedeBBB,"#SessãoDeTerapia, #BBB21, #RedeBBB"
78,2021-03-30,"- E você, Sarah, tem medo de quê? - Do Lula #BBB21 #EliminacaoBBB #SessaoDeTerapia","#BBB21, #EliminacaoBBB, #SessaoDeTerapia"
79,2021-03-30,Gente... Se eu for pra terapia com um psicólogo como o Selton Mello eu volto pior e apaixonada!! 😂❤️ #bbb21 #ParedaoBBB  #sessaodeterapia,"#bbb21, #ParedaoBBB, #sessaodeterapia"
80,2021-03-30,Eu amo a série #sessãodeterapia da @globoplay. Tô amando ouvir da voz do Selton Mello no #bbb21 ❤️👏,"#sessãodeterapia, #bbb21"
81,2021-03-30,E essa voz do Selton Mello?   #redebbb #bbb21 #sessãodeterapia,"#redebbb, #bbb21, #sessãodeterapia"
82,2021-03-30,Umas das melhores séries da Globoplay #sessaodeteraoia #SessaodeTerapia #BBB21,"#sessaodeteraoia, #SessaodeTerapia, #BBB21"
83,2021-03-30,Esse VT #SessaoDeTerapia tá perfeito! ❤️❤️❤️  #BBB #BBB21 #RedeBBB | VAI COMECAR | #Juliette #forasarahcobra #ParedaoBBB,"#SessaoDeTerapia, #BBB, #BBB21, #RedeBBB, #Juliette, #forasarahcobra, #ParedaoBBB"
84,2021-03-30,"Sabiam que a série #SessãoDeTerapia, que tá aparecendo agora no #BBB21 é roteirizada por uma mana trans, Luh Mazza?   Eu fiz parte do roteiro de um dos episódios. Já viram?","#SessãoDeTerapia, #BBB21"
85,2021-03-30,Esse VT do #SessãoDeTerapia BBB21 ficou sensacional.   Uauuu!   #BigBrother,"#SessãoDeTerapia, #BigBrother"
86,2021-03-30,A Voz de Selton Melo meu Deus #BBBB21 #globoplay #sessaodeterapia,"#BBBB21, #globoplay, #sessaodeterapia"
87,2021-03-30,Genial esse VT de #sessaodeterapia no #bbb21,"#sessaodeterapia, #bbb21"
88,2021-03-30,"Esperando ansiosamente a nova temporada de #SessãoDeTerapia! Vamos liberar logo, dona @globoplay #BBB21","#SessãoDeTerapia, #BBB21"
89,2021-03-30,"""Eu acho que todo mundo devia ter a chance de fazer terapia.""  Uau! 👏🏼👏🏼👏🏼 #BBB #BigBrother2021 #sessaodeterapia","#BBB, #BigBrother2021, #sessaodeterapia"
90,2021-03-30,Oi??? Sessão de terapia com Selton Mello??? E sua voz belíssima...  Eu era a primeira da fila!!! #bbb21 #sessaodeterapia 😊,"#bbb21, #sessaodeterapia"
91,2021-03-30,Gatilho no #BBB21 para assistir #SessaodeTerapia,"#BBB21, #SessaodeTerapia"
92,2021-03-30,PUTA QUE PARIU que VT é esse? Tô chorando demais 💔 #BBB21 #terapia #sessaodeterapia,"#BBB21, #terapia, #sessaodeterapia"
93,2021-03-30,Pqp BBB eu te amo Hahahahahaha muito bom #sessãodeterapia,#sessãodeterapia
94,2021-03-30,meu Deus gente e essa edição?? #sessaodeterapia #BBB21 @globoplay,"#sessaodeterapia, #BBB21"
95,2021-03-30,Essa psicóloga do @bbb deve estar arrependida de aceitar esse trabalhar com esse povo! #SessaodeTerapia,#SessaodeTerapia
96,2021-03-30,Olha esse VT de sessão de terapia que perfeito!!!  Seltooonnn gostoso   #BBB21 #sessaodeterapia,"#BBB21, #sessaodeterapia"
97,2021-03-30,Esse VT de #SessãoDeTerapia ficou ótimo. Mas deu uma passada de pano numa galera... #BBB21,"#SessãoDeTerapia, #BBB21"
98,2021-03-30,"Ah, que lindo esse vídeo de terapia no #bbb21 #sessaodeterapia","#bbb21, #sessaodeterapia"
99,2021-03-30,"Eita, que VT interessante! #BBB21 #SessãoDeTerapia","#BBB21, #SessãoDeTerapia"
100,2021-03-30,Preferia qndo o terapeuta era o Zé Carlos Machado #bbb21 #sessaodeterapia,"#bbb21, #sessaodeterapia"
101,2021-03-30,Eu morro com essa voz Selton Melo pqp #BBBB21 #sessaodeterapia,"#BBBB21, #sessaodeterapia"
102,2021-03-30,Eu acho que todo mundo devia ter a chance de fazer terapia. #bbb21 #sessaodeterapia,"#bbb21, #sessaodeterapia"
103,2021-03-30,"BBB valorizando a terapia ♡♡♡♡♡♡♡♡♡♡♡ (mesmo UE seja pra promover uma série - que é ótima, por sinal.)  #bbb21 #sessãodeterapia","#bbb21, #sessãodeterapia"
104,2021-03-30,"Gente, eles colocaram #sessaodeterapia no #BBB21 eu tô amando","#sessaodeterapia, #BBB21"
105,2021-03-30,A voz do Selton Mello meu paiii 🤤. #redebbb #bbb21 #sessaodeterapia,"#redebbb, #bbb21, #sessaodeterapia"
106,2021-03-30,Queria tanto sentar na cara do Selton Mello como esse terapeuta #sessãodeterapia #bbb21,"#sessãodeterapia, #bbb21"
107,2021-03-30,Essa série é incrível #SessaoDeTerapia ❤️,#SessaoDeTerapia
108,2021-03-30,Podiam colocar #SessãodeTerapia no horário nobre da Globo. Vamo fazer uma petição. #redebbb #bbb21,"#SessãodeTerapia, #redebbb, #bbb21"
111,2021-03-30,Amei a abertura de #SessaodeTerapia hahahahaha #redebbb,"#SessaodeTerapia, #redebbb"
113,2021-03-30,Quem assiste #SessaoDeTerapia com o Selton Mello? Delícia!  #LacosDeFamilia,"#SessaoDeTerapia, #LacosDeFamilia"
118,2021-03-27,Maratonando #SessãodeTerapia agora que tenho globoplay 🌝,#SessãodeTerapia
128,2021-03-24,"Comecei a ver  #sessaodeterapia é meu , a idéia é bizzaramente real",#sessaodeterapia
129,2021-03-24,Brasil de luto com tantas mortes. Isso exige atenção também a nossa saúde mental. Cuidemos de nós e do outro. Pedir ajuda não é fraqueza. É  inteligência.  #pandemia #saudemental #Psicologia #saiajustanognt #sessaodeterapia #autocuidado,"#pandemia, #saudemental, #Psicologia, #saiajustanognt, #sessaodeterapia, #autocuidado"
130,2021-03-20,"Maratonar #SessãodeTerapia não é uma tarefa fácil, mas é uma delícia! São 115 episódios só as 3 primeiras temporadas e mais 35 na 4° temporada(que eu já vi). E depois de @missmorenab, agora teremos Rodrigo Santoro na 5° Temporada #GNT #Sessãodeterapia","#SessãodeTerapia, #GNT, #Sessãodeterapia"
131,2021-03-16,Ainda bem que eu voltei a assistir #sessaodeterapia agora desde a primeira temporada ainda com o psicológico do Zé Carlos Machado. Aquecimento pra estreia da 5 temporada retomando com o Selton Mello,#sessaodeterapia
134,2021-03-13,"Nossa o Selton Mello é gato né?  Na verdade é o meu número, nunca tinha reparado nisso antes!  #SessãodeTerapia",#SessãodeTerapia
135,2021-03-13,Camila Pitanga perfeita na série #SessãodeTerapia.,#SessãodeTerapia
136,2021-03-12,"Cecília Homem de Mello fez duas personagens com histórias iguais, é isso? Na #sessaodeterapia e na #FilhasDeEva?!","#sessaodeterapia, #FilhasDeEva"
150,2021-03-06,#sessaodeterapia muito bom!!,#sessaodeterapia
151,2021-03-04,apaixonado por morena baccarin #SessãoDeTerapia,#SessãoDeTerapia
152,2021-03-03,Que agonia me dá o consultório do Caio ser na casa dele #sessaodeterapia,#sessaodeterapia
153,2021-02-26,Assistindo #sessaodeterapia e reforçando meu pensamento que psicólogos são os piores clientes,#sessaodeterapia
155,2021-02-17,Mas vocês não fazem terapia com uma psicóloga que tire proveito de pagode na sessão haha só os meus entenderão... 🧡🆘 grupao #Psicologia #evapsi #psicologiacaruaru #sessãodeterapia,"#Psicologia, #evapsi, #psicologiacaruaru, #sessãodeterapia"
156,2021-02-17,"Socorro, todos da serie são insuportáveis, até do psicólogo peguei ranço... #sessaodeterapia acho que não vou ver mais 😃",#sessaodeterapia
158,2021-02-15,Já chorei tanto com #sessaodeterapia,#sessaodeterapia
159,2021-02-06,@2021agora Assistindo #sessaodeterapia?,#sessaodeterapia
160,2021-02-02,Vendo #SessãoDeTerapia e o cara acabou de comparar psicólogo com puta é isso,#SessãoDeTerapia
161,2021-01-26,E o #BBB21 virou #SessãoDeTerapia.,"#BBB21, #SessãoDeTerapia"
162,2021-01-26,Como assim eu nunca tinha assistido #SessãodeTerapia da @canalgnt? Simplesmente magnífico!,#SessãodeTerapia
165,2020-12-27,@sas_glr Estar deprimido é ter depressão? #sessaodeterapia 😂,#sessaodeterapia
166,2020-12-23,Vamos começar a maratonar #SessãoDeTerapia ❤❤❤❤,#SessãoDeTerapia
168,2020-12-07,O #PapoDeSegundaNoGNT hj tá mais parecendo com #SessaoDeTerapia,"#PapoDeSegundaNoGNT, #SessaoDeTerapia"
169,2020-12-04,Fui eu q pedi sim #SessãoDeTerapia,#SessãoDeTerapia
172,2020-11-09,#SessaoDeTerapia com a irmã e com a filha. ❤️ quentinho,#SessaoDeTerapia
173,2020-11-09,Brisando na Série #SessãodeTerapia pesada,#SessãodeTerapia
174,2020-11-07,"Eu n sinto falta de homi, sinto falta de intimidade #SessaoDeTerapia",#SessaoDeTerapia
175,2020-11-07,@SeltonMello3 perfeito #sessaodeterapia,#sessaodeterapia
177,2020-11-02,"E agora então na próxima temporada o phoda do Rodrigo Santoro, vsf ! #SessãoDeTerapia",#SessãoDeTerapia
179,2020-11-02,Feriadão bom para maratonar #sessaodeterapia Selton Mello maravilhoso como sempre. Quero uma Haidée pra chamar de vó 😍 👏🏻👏🏻 @globoplay,#sessaodeterapia
180,2020-11-01,Ver Nathalia Timberg atuando com Selton Mello deixa o coração quentinho! 😍❤️ #SessaoDeTerapia,#SessaoDeTerapia
181,2020-10-30,"Gente... Que série! Chocada com o reencontro do Caio com a Alice. Inesperado, revelador, profundo, dolorido. Falta muito pra próxima temporada? #SessãoDeTerapia",#SessãoDeTerapia
182,2020-10-30,"A série do @canalgnt #SessãoDeTerapia poderia ter uma reprise num horário alternativo, porque 23:30 pra quem madruga pra pegar nas 12hs de trabalho é muito tarde. Abraços",#SessãoDeTerapia
183,2020-10-27,"Aquele momento em que você está curtindo uma série, resolve dar uma olhadinha na quantidade de episódios da temporada e aí um dos títulos dos próximos episódios dá um puta spoiler 😒 #sessaodeterapia #sessãodeterapia","#sessaodeterapia, #sessãodeterapia"
187,2020-10-23,#SessaoDeTerapia simplesmente uma série que a gente precisava!!!!,#SessaoDeTerapia
188,2020-10-22,"Ahh, Dona Haydeé ! Que personagem maravilhosa!🙏👏  #SessaoDeTerapiaNaGNT  #Sessaodeterapia","#SessaoDeTerapiaNaGNT, #Sessaodeterapia"
191,2020-10-18,🆘 acabei a 4ª temporada de #sessaodeterapia e já estou me sentindo perdida... o que eu vou ver depois da novela das 9h? Nada?,#sessaodeterapia
192,2020-10-18,"Ei, Selton Mello, tem horário amanhã?  #sessaodeterapia #sessaodeterapianognt","#sessaodeterapia, #sessaodeterapianognt"
193,2020-10-18,Quero um psicólogo igual ao Caio. Fazendo aqui as minhas projeções Rsrs #SessaoDeTerapiaNoGNT #sessaodeterapia,"#SessaoDeTerapiaNoGNT, #sessaodeterapia"
195,2020-10-18,Eu que mosquei ou sempre tava passando #sessaodeterapia no gnt!? 😲 Vou assistir hj a noite,#sessaodeterapia
198,2020-10-08,"Enfim.   Eu ia dizer q tava assistindo #SessãodeTerapia e me deu uma levantadinha na autoestima, sabe?! Me deu uma vontadezinha de lutar pela minha arte e pelo q acredito, independente da opinião das pessoas...   Se vou conseguir fazer isso? Sei não, mas eu qro.",#SessãodeTerapia
200,2020-10-07,"Fabiula Nascimento, que atriz!  #sessaodeterapia",#sessaodeterapia
203,2020-10-05,"O som de #SESSAODETERAPIA é pessimo , @canalgnt . Para poder ouvir Selton Mello tem que colocar o som da TV em 60 . Ai vem os comerciais e a a TV grita !!!",#SESSAODETERAPIA
204,2020-10-05,Comecei #SessãodeTerapia indicada pelo @bolsofobico e tô AMANDO,#SessãodeTerapia
205,2020-10-05,Etapas de uma #SessãoDeTerapia em GIFS.  👇🏽Segue a THREAD:,#SessãoDeTerapia
207,2020-10-04,#SessãodeTerapia com os geniais @SeltonMello3 e @fabiunascimento no GNT,#SessãodeTerapia
208,2020-10-04,Tirei a manhã pra ver Letícia Colin até ela aparecer em #OndeEstáMeuCoração e na nova temporada de #SessaodeTerapia,"#OndeEstáMeuCoração, #SessaodeTerapia"
209,2020-09-30,"""As vezes pode ser muito complicado entender os próprios sentimentos."" (Selton Mello) quer dizer (Caio Barone) #sessãodeterapia",#sessãodeterapia
210,2020-09-29,"@globoplay Tô vivendo basicamente no universo de #DiárioDeUmConfinado junto com momentos do universo de #SobPressão, já que trabalho em hospital e encaro a Covid-19 de frente. 😅😷  Qualquer dia precisarei dar uma passadinha no universo de #SessãoDeTerapia, obviamente. 😬","#DiárioDeUmConfinado, #SobPressão, #SessãoDeTerapia"
211,2020-09-27,"Essa temporada de #SessaoDeTerapia está muito interessante. O retorno do Theo como amigo do Caio deu uma amenizada na frustração de não ver o terapeuta das 3 temporadas anteriores como o personagem central. O enredo promete! E que exercício louco esse, de terapeuta...",#SessaoDeTerapia
212,2020-09-27,Expectativa: vou dormir cedão no domingo pra acordar super disposta na segunda. Realidade: maratonando #sessãodeterapia,#sessãodeterapia
213,2020-09-27,Comecei a assistir #SessãoDeTerapia e estou amando! 🥰❤️,#SessãoDeTerapia
214,2020-09-27,"gente, assistam #sessaodeterapia.   embora os personagens sejam ficcionais, a gente pode refletir muito sobre nós mesmos",#sessaodeterapia
215,2020-09-26,"Querido @globoplay , não consigo assistir o ep 30 da terceira temporada de #sessaodeterapia. As cenas estão sendo cortadas sem falar que fica voltando. #globoplay","#sessaodeterapia, #globoplay"
216,2020-09-23,#SessãoDeTerapia  A famosa “Síndrome do Pau Pequeno”. Explica tanta coisa...,#SessãoDeTerapia
218,2020-09-22,Nossa a Fabiula Nascimento tá incrível nessa personagem em #sessaodeterapia 😍😍,#sessaodeterapia
219,2020-09-21,#sessaodeterapia estou procurando meus amigos que assistiram as 3 primeiras temporadas comigo. Apareçam na #Sessaodeterapianognt,"#sessaodeterapia, #Sessaodeterapianognt"
223,2020-09-21,"estou maratonando #sessaodeterapia... e eu me surpreendo com cada personagem, como eu gosto desses programas q desnudam a alma do ser humano...",#sessaodeterapia
225,2020-09-20,#sessãodeterapia melhor série do mundo sim.,#sessãodeterapia
226,2020-09-20,#sessãodeterapia é tão bem dirigido/atuado que parece um sonho.  Que joia rara essa série.  #seltonmello é muito bom,"#sessãodeterapia, #seltonmello"
227,2020-09-20,"Um fim de semana dedicado a maratonar #sessãodeterapia. Selton Mello é foda. ❤ Já sabia, mas não custa repetir. @canalgnt",#sessãodeterapia
228,2020-09-18,"É Sofia a supervisora?Acho ela ótima, assertiva e direta no ponto. #sessaodeterapia",#sessaodeterapia
231,2020-09-17,Essa temporada de #sessaodeterapia é sensacional. Assistindo de novo. #sessaodeterapianognt,"#sessaodeterapia, #sessaodeterapianognt"
232,2020-09-17,Gente e o caso do Diego da s3 de #SessãoDeTerapia que no fim é uma releitura de Dom Casmurro!,#SessãoDeTerapia
233,2020-09-17,"Ainnnn, ainda abalado com os últimos episódios da quarta temporada de #SessãoDeTerapia, aproveitei que a @globoplay liberou todas as temporadas e comecei a terceira... to em CHOQUE com o relacionamento abusivo do primeiro ep",#SessãoDeTerapia
235,2020-09-15,"Falando nisso, preciso marcar um horário com a minha #SessãoDeTerapia",#SessãoDeTerapia
238,2020-09-14,"Tava doida pra ver #sessaodeterapia. Adorei as outras temporadas com Zé Carlos, agora o terapeuta é Selton. Fabiula Nascimento arrasou! ( Via @canalgnt )",#sessaodeterapia
239,2020-09-14,FODAAAAAAAA #sessaodeterapia #GNT,"#sessaodeterapia, #GNT"
241,2020-09-14,A quarta temporada de Sessão de Terapia no GNT! Eu amo uma série.  #SessãoDeTerapiaNoGNT #SessãoDeTerapia,"#SessãoDeTerapiaNoGNT, #SessãoDeTerapia"
242,2020-09-14,"Eu estou maratonando #sessaodeterapia na @globoplay e vendo o Selton Mello (Caio) falando o preço de sessão: R$400,00. Fiquei em choque que nunca me imagino ganhando isso por sessão. Cobro R$70,00 (as vzs 50) e ainda com receio que achem caro, msm sabendo meu valor.",#sessaodeterapia
243,2020-09-14,@fabiunascimento Se vou assistir Chiara novamente? Com certeza! 😍 Melhor temporada de #SessaoDeTerapia,#SessaoDeTerapia
246,2020-09-12,"Rodrigo Santoro e Selton Mello vao trabalhar juntos em Sessao de Terapia!!Meeeeeu Deeeeus,nao to sabendo lidaaaaaaar #sessaodeterapia",#sessaodeterapia
247,2020-09-10,"Tb by Kogut, Rodrigo Santoro fará a nova temporada de #SessãodeTerapia. Seu personagem, Davi Greco, é o supervisor do protagonista Caio (Selton Mello, amigo de longa data de Santoro). A série do GNT, desde a quarta leva, passou a ser lançada diretamente no Globoplay.",#SessãodeTerapia
248,2020-09-07,Hoje eu não vou perder essa série da @globoplay #SessaoDeTerapia acho que depois que eu assistir essa série vou começar a fazer terapia.,#SessaoDeTerapia
250,2020-09-06,"Comecei a maratonar #SessãoDeTerapia, e cara, que foda! Como eu não assisti essa série antes? É muito boa!",#SessãoDeTerapia
252,2020-09-02,"E vai ter #SessãoDeTerapia no @canalgnt  Simmm.... E só de ouvir a voz do #seltonmello na chamada, já sinto paz. 😍","#SessãoDeTerapia, #seltonmello"
253,2020-09-01,A 4° temporada de #SessãodeTerapia vai estrear no GNT semana que vem. Amém!,#SessãodeTerapia
254,2020-09-01,A mulher volta de uma viagem com o amante e trouxe um uísque para o marido Detalhe: o marido sabia de tudo por ela mesma Um cintaralho seria mais adequado #SessãoDeTerapia,#SessãoDeTerapia
256,2020-08-27,"Agora, a premiação também inclui séries de ficção e documentais na TV aberta, TV paga e nas plataformas. Entre as concorrentes: #SobPressão, #Aruanas, #CineHolliudy,  #CoisaMaisLinda, #SessãodeTerapia, #Sintonia, #SegundaChamada, #Elis e #BandidosNaTV.","#SobPressão, #Aruanas, #CineHolliudy, #CoisaMaisLinda, #SessãodeTerapia, #Sintonia, #SegundaChamada, #Elis, #BandidosNaTV"
258,2020-08-20,Finalizei #SessãodeTerapia e estou muito feliz,#SessãodeTerapia
262,2020-08-19,fiz um discursinho “não é o hoje que importa?!” gratidão-hipster e minha terapeuta já me deu um tapão na fuça e falou que tô andando com muito branco #eujasabia #sessaodeterapia,"#eujasabia, #sessaodeterapia"
268,2020-08-10,@augcelo a gente merecia uma #sessaodeterapia grátis 😳🤔,#sessaodeterapia
272,2020-08-05,"Sou apaixonada na série #SessaodeTerapia  Meu Deus, quero abraçar quem escreveu tudo isso ❤️",#SessaodeTerapia
274,2020-07-28,"Minha mãe continua leitora de Veja e folha e eu perdi o interesse em convergir com ela. Se eu deito na cama dela hoje pra ler qualquer coisa e concordar, acho que é no máximo a super interessante. Por isso que eu passo meses sem visitá-la. #sessaodeterapia",#sessaodeterapia
276,2020-07-17,nem começou a série e eu estou amando 😍 #sessãodeterapia,#sessãodeterapia
277,2020-07-14,"@lukehemerly @dessarios A emoção da Sandy parece vir de um lugar de ""dever cumprido"" e a do Júnior vem de relações afetivas.  #SessaodeTerapia",#SessaodeTerapia
278,2020-07-05,Vejam #sessaodeterapia não consigo sobreviver sem ✊🏼,#sessaodeterapia
279,2020-06-30,Séries que comecei e não terminei nessa quarentena : #sessaodeterapia #ocontodaaia #dark #GreysAnatomy #13reasonwhy .. todas são boas.. mas demoram muito...,"#sessaodeterapia, #ocontodaaia, #dark, #GreysAnatomy, #13reasonwhy"
282,2020-06-21,"@seltonmelloofc você é incrível e #sessaodeterapia é maravilhoso, estou apaixonada por cada episódio ❤️",#sessaodeterapia
283,2020-06-13,Vou começar a ver #SessãodeTerapia,#SessãodeTerapia
284,2020-06-13,Tô impressionado com a série #SessaoDeTerapia. Como o auto-conhecimento é a chave para a elevação.,#SessaoDeTerapia
285,2020-06-11,"Tô assistindo #SessãoDeTerapia, e PQP, como a @fabiunascimento pode ser tão incrivelmente boa? Eu tenho vontade de abraçar ela. Uma das melhores atrizes da geração. Te venero!! 🙌🏼🙌🏼🙌🏼",#SessãoDeTerapia
286,2020-06-08,Haidéa é a a minha personagem preferida! A atriz é maravilhosa! #sessãodeterapia @seltonmelloofc @globoplay,#sessãodeterapia
287,2020-06-08,"- Lembra que eu disse que ia morrer sem você? Pois é, eu sobrevivi!   #SessaoDeTerapia",#SessaoDeTerapia
288,2020-06-05,"""Eu percebi que na escola, contam a nossa história a partir da escravidão"" #sessaodeterapia",#sessaodeterapia
289,2020-05-28,Selton Mello é tão fofo! #sessãodeterapia #globoplay,"#sessãodeterapia, #globoplay"
290,2020-05-25,"O tom ríspido e agressivo nas sessões dos pacientes de #sessãodeterapia vem na maioria das vezes somados a um ""eu tô pagando"". Será que funciona assim mesmo? Eu atendo na rede pública , então não tô acostumada.",#sessãodeterapia
291,2020-05-22,A Haidée sempre me faz chorar  #sessaodeterapia #Globoplay,"#sessaodeterapia, #Globoplay"
294,2020-05-19,"A série sessão de terapia é de longe a melhor série que eu já assisti, fica a dica! #sessaodeterapia",#sessaodeterapia
295,2020-05-18,Meu Deus a evolução de dona Haidée foi MUITO incrivel #sessaodeterapia,#sessaodeterapia
